OBJECTID,Join_Count,TARGET_FID,JOIN_FID,GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,CRMCYBURG,CRMCYTOTC,TOTPOP_CY,UNEMPRT_CY_I,HISPPOP_CY_P,MEDHINC_CY_I,ACSVET_P,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,X14068_X_I,X14068FY_X_I,ACSHSGRAD_P,ACSVET_P_1,ACS35NOHI_P,ACSEDNOSCH_P,ACSGRNTI50_P,ACSBLWPV_P,ACSPUBAI_P,ACSHHDIS_P,source_run,latitude,longitude,address,heading,filename,tent_prediction_count,max_conf,classes_seen,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score
1,0,1,-1,AD-58,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,44,1580,43,31.77,137,9.34,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,124,129,19.08,9.05,3.69,1.04,18.18,7.27,1.5,20.75,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,105,115,0,0,4,0,0.0,1145.84,0,0.0,3886.45,1,38.07,642.38,8,0,0.0,1945.87,0.0,0,0.0,0,0.43,1,74.16,1,0.0,0,2.18,39.19,31.0,1.09,28.71,5,51.05
32,0,27,-1,AF-52,26,US,27,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,103,11607,102,90.85,65,1.16,26,US,27,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,68,70,28.08,1.42,6.25,5.82,36.18,25.31,5.64,22.0,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,36,0,0,0,0,1,1,0,0,0,0,0,409,410,0,0,3,17,1718.04,496.0,17,1718.04,496.0,0,0.0,793.76,2,2,1104.73,539.92,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.79,14.98,62.47,1.23,21.32,5,73.49
33,1,28,159,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v2_remaining_model6_2026-05-08,33.77420989,-118.25900579,"320 E D ST, 90744",0.0,33.7742098882_-118.259005789_0.jpg,1.0,0.9212,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
34,1,28,160,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v2_remaining_model6_2026-05-08,33.77420989,-118.25900579,"320 E D ST, 90744",90.0,33.7742098882_-118.259005789_90.jpg,2.0,0.9005,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
35,1,28,161,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v2_remaining_model6_2026-05-08,33.77420989,-118.25900579,"320 E D ST, 90744",270.0,33.7742098882_-118.259005789_270.jpg,2.0,0.8533,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
36,1,28,214,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v2_30pct_model6_2026-05-08,33.77431047,-118.26060778,"402 N BROAD AVE, 90744",0.0,33.7743104695_-118.260607776_0.jpg,1.0,0.6938,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
37,1,28,483,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v2_20pct_model6_2026-05-07,33.77314083,-118.25787981,"300 N QUAY AVE, 90744",270.0,33.7731408315_-118.257879811_270.jpg,2.0,0.795,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
38,1,28,1317,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v2_remaining_model6_2026-05-08,33.77417421,-118.25924437,"302 E D ST, 90744",0.0,33.7741742083_-118.259244368_0.jpg,1.0,0.8396,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
39,1,28,1487,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,33.77423658,-118.25891991,"336 E D ST, 90744",0.0,33.774236576_-118.258919912_0.jpg,3.0,0.9341,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
40,1,28,1489,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,33.77423658,-118.25891991,"336 E D ST, 90744",90.0,33.774236576_-118.258919912_90.jpg,2.0,0.9095,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
41,1,28,1492,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,33.77423658,-118.25891991,"336 E D ST, 90744",270.0,33.774236576_-118.258919912_270.jpg,1.0,0.7926,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
42,1,28,1713,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,33.77563421,-118.26082707,"E ST AT BROAD AVE, 90744",90.0,33.7756342132_-118.260827068_90.jpg,4.0,0.8362,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
43,1,28,1714,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,33.77563421,-118.26082707,"E ST AT BROAD AVE, 90744",180.0,33.7756342132_-118.260827068_180.jpg,1.0,0.8012,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
44,1,28,1758,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,33.77420095,-118.25906475,"304 E D ST, 90744",0.0,33.7742009541_-118.259064746_0.jpg,1.0,0.9528,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
45,1,28,1759,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,33.77420095,-118.25906475,"304 E D ST, 90744",90.0,33.7742009541_-118.259064746_90.jpg,2.0,0.8061,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
46,1,28,1760,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,33.77420095,-118.25906475,"304 E D ST, 90744",270.0,33.7742009541_-118.259064746_270.jpg,1.0,0.9042,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
47,1,28,1831,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,33.77430619,-118.25941567,"LAKME AVE AT D ST, 90744",0.0,33.7743061868_-118.25941567_0.jpg,1.0,0.9193,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
48,1,28,1832,AG-52,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,125,149,1412,64,89.09,81,3.22,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,71,30.44,3.43,7.67,1.56,41.52,20.25,2.72,18.2,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,33.77430619,-118.25941567,"LAKME AVE AT D ST, 90744",90.0,33.7743061868_-118.25941567_90.jpg,1.0,0.6809,tent,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,1,1,0,0,1,232,216,0,0,4,18,1400.6,66.58,0,0.0,1251.59,0,0.0,1050.71,2,0,0.0,1574.75,0.1,1,0.0,0,0.0,0,100.0,1,0.0,0,0.26,7.67,79.03,1.41,11.89,5,85.24
49,0,29,-1,AH-52,28,US,29,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,154,205,678,119,90.27,69,1.48,28,US,29,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,68,75,23.69,2.12,12.7,3.14,37.8,32.33,5.58,29.18,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,18,0,0,0,0,0,0,1,1,0,0,0,189,174,0,0,0,7,1286.12,234.3,0,0.0,973.37,1,524.89,519.69,0,0,0.0,1066.18,7.03,1,0.0,0,0.0,0,93.55,1,0.0,0,0.09,4.14,80.02,3.7,12.15,5,85.99
50,0,30,-1,AI-52,29,US,30,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,162,195,124,1036,28.23,17,0.0,29,US,30,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,51,17.65,0.0,0.0,0.0,100.0,100.0,0.0,66.67,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4132.34,32.33,15,3872.85,32.33,2,498.29,552.21,1,4,2884.04,25.21,11.48,1,0.0,0,0.0,0,89.57,1,0.0,0,0.53,6.06,66.78,5.71,21.44,5,76.59
51,0,31,-1,AC-51,30,US,31,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,121,121,3817,76,43.57,111,3.61,30,US,31,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,107,111,15.53,4.06,3.17,1.16,13.97,17.54,4.96,18.2,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,12,0,0,0,0,0,0,0,0,0,1,0,179,170,0,0,0,47,3926.41,129.67,0,0.0,730.69,0,0.0,1159.4,4,2,2577.14,130.6,0.0,0,0.0,0,0.0,0,95.8,1,0.0,0,7.04,31.57,46.09,2.02,20.32,5,60.15
52,1,32,495,AD-51,31,US,32,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,75,5201,117,51.24,86,2.17,31,US,32,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,78,80,20.4,2.03,7.26,3.31,15.45,18.86,5.92,16.5,api_test_workflow_v2_20pct_model6_2026-05-07,33.78807607,-118.30147616,"1402 W 259TH ST, 90710",180.0,33.7880760667_-118.301476165_180.jpg,1.0,0.8226,tent,1.295,17.47,29.74,16.36,0,0,,,51,1,0,0,0,0,0,0,0,0,0,0,343,321,0,0,0,36,2021.4,174.45,19,1205.2,174.45,3,152.95,370.1,6,2,2412.08,168.27,15.99,1,0.0,0,3.84,1,100.0,1,0.0,0,1.98,19.07,58.15,6.38,16.39,5,70.11
53,1,32,496,AD-51,31,US,32,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,75,5201,117,51.24,86,2.17,31,US,32,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,78,80,20.4,2.03,7.26,3.31,15.45,18.86,5.92,16.5,api_test_workflow_v2_20pct_model6_2026-05-07,33.78807607,-118.30147616,"1402 W 259TH ST, 90710",270.0,33.7880760667_-118.301476165_270.jpg,1.0,0.7026,tent,1.295,17.47,29.74,16.36,0,0,,,51,1,0,0,0,0,0,0,0,0,0,0,343,321,0,0,0,36,2021.4,174.45,19,1205.2,174.45,3,152.95,370.1,6,2,2412.08,168.27,15.99,1,0.0,0,3.84,1,100.0,1,0.0,0,1.98,19.07,58.15,6.38,16.39,5,70.11
54,0,33,-1,AE-51,32,US,33,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,103,142,1481,129,56.92,79,2.57,32,US,33,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,82,81,20.92,2.12,5.92,3.12,20.47,18.2,6.9,11.95,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,30,0,0,0,1,1,0,0,0,0,0,0,42,42,0,0,1,16,2887.31,437.99,16,2887.31,437.99,1,948.26,207.9,0,2,1877.66,439.27,18.61,1,0.0,0,4.55,1,100.0,1,0.0,0,9.77,46.39,33.45,4.67,15.49,5,50.48
55,1,34,80,AF-51,33,US,34,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,100,96,7897,121,89.44,87,2.45,33,US,34,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,83,86,19.98,1.81,5.3,6.38,30.9,14.73,8.02,23.66,api_test_workflow_v2_20pct_model6_2026-05-07,33.79137711,-118.26899219,"1411 N RAVENNA AVE, 90744",0.0,33.791377106_-118.268992193_0.jpg,1.0,0.8261,tent,1.295,17.47,29.74,16.36,0,0,,,3,0,0,0,0,1,1,0,0,0,0,0,384,342,0,0,2,22,1552.46,243.68,20,1510.08,243.68,0,0.0,1016.77,1,4,2403.45,238.09,0.0,0,0.0,0,0.76,1,100.0,1,0.0,0,1.23,18.06,60.26,1.06,20.62,5,71.81
56,1,35,33,AG-51,34,US,35,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,137,151,8843,205,91.89,59,1.16,34,US,35,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,62,66,22.98,0.76,10.91,6.07,37.87,28.64,4.08,21.51,api_test_workflow_v2_10pct_model6_2026-05-06_live,33.77921781,-118.26748771,"728 N LAGOON AVE, 90744",270.0,33.7792178061_-118.267487709_270.jpg,1.0,0.6676,tent,1.295,17.47,29.74,16.36,0,0,,,42,0,1,0,0,1,0,0,0,0,0,0,602,602,0,0,1,0,0.0,922.35,0,0.0,922.35,0,0.0,897.23,4,0,0.0,915.68,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.08,15.51,69.87,1.06,13.57,5,77.98
57,1,35,567,AG-51,34,US,35,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,137,151,8843,205,91.89,59,1.16,34,US,35,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,62,66,22.98,0.76,10.91,6.07,37.87,28.64,4.08,21.51,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,33.77991981,-118.26678487,"401 W ANAHEIM ST, 90744",0.0,33.7799198082_-118.26678487_0.jpg,1.0,0.6671,tent,1.295,17.47,29.74,16.36,0,0,,,42,0,1,0,0,1,0,0,0,0,0,0,602,602,0,0,1,0,0.0,922.35,0,0.0,922.35,0,0.0,897.23,4,0,0.0,915.68,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.08,15.51,69.87,1.06,13.57,5,77.98
58,1,35,1790,AG-51,34,US,35,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,137,151,8843,205,91.89,59,1.16,34,US,35,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,62,66,22.98,0.76,10.91,6.07,37.87,28.64,4.08,21.51,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,33.78179657,-118.26377525,"922 N MARINE AVE, 90744",90.0,33.7817965749_-118.263775251_90.jpg,1.0,0.7853,tent,1.295,17.47,29.74,16.36,0,0,,,42,0,1,0,0,1,0,0,0,0,0,0,602,602,0,0,1,0,0.0,922.35,0,0.0,922.35,0,0.0,897.23,4,0,0.0,915.68,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.08,15.51,69.87,1.06,13.57,5,77.98
59,1,35,1834,AG-51,34,US,35,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,137,151,8843,205,91.89,59,1.16,34,US,35,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,62,66,22.98,0.76,10.91,6.07,37.87,28.64,4.08,21.51,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,33.77970868,-118.26337399,"140 W ANAHEIM ST, 90744",270.0,33.7797086794_-118.263373995_270.jpg,1.0,0.7725,tent,1.295,17.47,29.74,16.36,0,0,,,42,0,1,0,0,1,0,0,0,0,0,0,602,602,0,0,1,0,0.0,922.35,0,0.0,922.35,0,0.0,897.23,4,0,0.0,915.68,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.08,15.51,69.87,1.06,13.57,5,77.98
60,0,36,-1,AH-51,35,US,36,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,135,145,6132,131,92.35,95,2.78,35,US,36,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,82,85,26.77,1.39,8.11,6.29,32.56,8.5,1.59,25.12,,,,,,,,,,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,255,222,0,1,2,18,1042.55,282.3,18,1042.55,282.3,1,113.62,583.33,2,2,2084.99,277.88,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.29,18.06,62.73,1.06,18.15,5,73.22
61,1,37,988,AI-51,36,US,37,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,112,130,707,81,90.38,97,1.38,36,US,37,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,87,32.64,1.32,6.11,1.61,22.76,11.88,3.06,29.08,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,33.78366847,-118.23920272,"939 N VREELAND AVE, 90744",0.0,33.7836684679_-118.239202724_0.jpg,1.0,0.9069,tent,1.295,17.47,29.74,16.36,0,0,,,15,0,0,0,0,0,0,0,0,0,0,0,193,177,0,0,0,28,2451.85,188.88,0,0.0,708.24,3,1165.0,250.31,2,0,0.0,717.39,5.05,1,0.0,0,0.0,0,99.94,1,0.0,0,0.18,4.58,71.92,2.9,20.6,5,80.29
62,1,37,1447,AI-51,36,US,37,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,112,130,707,81,90.38,97,1.38,36,US,37,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,87,32.64,1.32,6.11,1.61,22.76,11.88,3.06,29.08,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,33.78382846,-118.23908694,"VREELAND AVE AT OPP ST, 90744",90.0,33.7838284638_-118.239086944_90.jpg,1.0,0.9057,tent,1.295,17.47,29.74,16.36,0,0,,,15,0,0,0,0,0,0,0,0,0,0,0,193,177,0,0,0,28,2451.85,188.88,0,0.0,708.24,3,1165.0,250.31,2,0,0.0,717.39,5.05,1,0.0,0,0.0,0,99.94,1,0.0,0,0.18,4.58,71.92,2.9,20.6,5,80.29
