OBJECTID,Join_Count,TARGET_FID,JOIN_FID,GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,CRMCYBURG,CRMCYTOTC,TOTPOP_CY,UNEMPRT_CY_I,HISPPOP_CY_P,MEDHINC_CY_I,ACSVET_P,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,ACSHHDIS_P,ACSPUBAI_P,ACSGRNTI50_P,ACSEDNOSCH_P,ACS35NOHI_P,ACSVET_P_1,ACSHSGRAD_P,ACSHHPBLPV_P,X14068_X_I,X14068FY_X_I,source_run,latitude,longitude,address,heading,filename,tent_prediction_count,max_conf,classes_seen,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score
1,0,1,-1,I-10,0,US,411,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,89,85,8099,45,49.92,118,2.89,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,23.57,2.12,25.67,5.37,4.36,1.96,14.08,9.85,104,106,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,57,0,0,0,0,1,1,0,0,0,0,2,751,747,0,0,2,43,3904.06,128.42,0,0.0,3741.23,1,1497.94,125.49,9,0,0.0,3769.86,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.7,20.34,52.62,6.47,20.58,5,66.02
29,0,11,-1,S-10,10,US,421,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,119,128,9889,95,82.08,78,2.14,10,US,11,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.5,9.01,31.63,9.32,6.81,1.57,25.58,17.63,85,90,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,60,0,0,0,0,2,0,0,0,0,0,0,732,722,0,0,8,19,1200.78,458.16,0,0.0,1966.03,9,219.89,360.47,3,0,0.0,1985.19,4.79,1,0.0,0,2.04,1,100.0,1,0.0,0,1.59,11.7,72.02,4.47,11.82,5,79.94
30,1,12,1026,T-10,11,US,422,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,119,141,5574,119,80.73,97,0.58,11,US,12,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,33.5,2.71,40.87,7.39,6.6,0.98,26.31,11.5,91,97,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.21829755,-118.36191704,"10600 W RAINIER ST, 91352",0.0,34.2182975501_-118.361917044_0.jpg,1.0,0.8772,tent,1.9425,17.47,29.74,16.36,0,0,,,36,0,0,0,0,1,1,0,0,0,0,0,560,547,0,0,5,36,2695.86,126.43,0,0.0,917.19,0,0.0,975.32,0,0,0.0,918.18,0.04,1,0.0,0,0.04,1,100.0,1,0.0,0,1.33,10.3,69.62,3.7,16.38,5,78.34
31,0,13,-1,U-10,12,US,423,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,92,121,1724,86,56.5,115,1.75,12,US,13,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,17.72,3.74,34.27,1.57,2.62,2.04,24.59,10.11,111,120,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,78,0,0,0,0,0,1,0,0,0,0,1,224,237,0,0,0,61,7694.27,20.62,26,5362.47,466.26,3,1188.09,523.82,12,2,2501.68,472.02,0.82,1,0.82,1,0.0,0,100.0,1,0.0,0,0.59,8.77,59.62,3.0,28.61,5,71.56
32,0,14,-1,A-9,13,US,424,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,73,81,3299,64,20.67,154,4.46,13,US,14,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,26.77,3.17,54.94,2.2,1.06,3.89,10.46,14.26,129,132,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,10,0,1,0,0,1,0,0,0,0,0,0,303,308,0,0,1,20,1636.49,78.13,0,0.0,5360.94,17,3194.77,110.05,0,0,0.0,2189.2,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.94,22.84,52.44,5.59,19.13,5,65.53
33,0,15,-1,B-9,14,US,425,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,86,87,3009,136,22.03,196,3.36,14,US,15,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,28.25,3.27,15.87,1.63,1.44,2.98,13.17,5.71,164,165,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,10,0,0,0,0,1,0,0,0,0,0,2,279,260,0,0,2,8,979.23,650.16,0,0.0,4990.84,1,211.9,607.86,0,0,0.0,892.57,11.66,1,0.0,0,0.0,0,100.0,1,0.0,0,6.77,43.61,33.6,4.63,18.16,5,51.49
34,1,16,133,C-9,15,US,426,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,63,70,11740,105,66.04,79,3.24,15,US,16,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,31.78,4.92,33.47,7.46,5.65,2.49,22.94,16.01,76,79,api_test_workflow_v2_remaining_model6_2026-05-08,34.21981809,-118.59510302,"ROSCOE BLVD AT DEERING AVE, 91304",270.0,34.2198180853_-118.595103015_270.jpg,1.0,0.6231,tent,1.9425,17.47,29.74,16.36,0,0,,,53,0,0,0,1,0,1,1,0,0,0,1,927,944,1,0,1,48,3217.66,121.38,0,0.0,5202.14,0,0.0,1236.24,13,2,2995.92,389.51,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,1.29,15.1,65.39,3.88,15.63,5,75.39
35,1,16,651,C-9,15,US,426,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,63,70,11740,105,66.04,79,3.24,15,US,16,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,31.78,4.92,33.47,7.46,5.65,2.49,22.94,16.01,76,79,api_test_workflow_v2_remaining_model6_2026-05-08,34.21971485,-118.59555499,"21316 W ROSCOE BLVD, 91304",180.0,34.2197148495_-118.595554993_180.jpg,1.0,0.6401,tent,1.9425,17.47,29.74,16.36,0,0,,,53,0,0,0,1,0,1,1,0,0,0,1,927,944,1,0,1,48,3217.66,121.38,0,0.0,5202.14,0,0.0,1236.24,13,2,2995.92,389.51,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,1.29,15.1,65.39,3.88,15.63,5,75.39
36,1,16,1010,C-9,15,US,426,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,63,70,11740,105,66.04,79,3.24,15,US,16,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,31.78,4.92,33.47,7.46,5.65,2.49,22.94,16.01,76,79,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.21550262,-118.59934961,"7998 N ALABAMA AVE, 91304",0.0,34.2155026231_-118.599349612_0.jpg,1.0,0.8419,tent,1.9425,17.47,29.74,16.36,0,0,,,53,0,0,0,1,0,1,1,0,0,0,1,927,944,1,0,1,48,3217.66,121.38,0,0.0,5202.14,0,0.0,1236.24,13,2,2995.92,389.51,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,1.29,15.1,65.39,3.88,15.63,5,75.39
37,1,16,1342,C-9,15,US,426,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,63,70,11740,105,66.04,79,3.24,15,US,16,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,31.78,4.92,33.47,7.46,5.65,2.49,22.94,16.01,76,79,api_test_workflow_v2_remaining_model6_2026-05-08,34.22023661,-118.59779679,"8301 N CANOGA AVE, 91304",270.0,34.2202366095_-118.597796789_270.jpg,1.0,0.635,tent,1.9425,17.47,29.74,16.36,0,0,,,53,0,0,0,1,0,1,1,0,0,0,1,927,944,1,0,1,48,3217.66,121.38,0,0.0,5202.14,0,0.0,1236.24,13,2,2995.92,389.51,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,1.29,15.1,65.39,3.88,15.63,5,75.39
38,1,16,1463,C-9,15,US,426,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,63,70,11740,105,66.04,79,3.24,15,US,16,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,31.78,4.92,33.47,7.46,5.65,2.49,22.94,16.01,76,79,api_test_workflow_v2_remaining_model6_2026-05-08,34.21566558,-118.59932403,"21433 W STRATHERN ST, 91304",0.0,34.2156655806_-118.599324028_0.jpg,1.0,0.7614,tent,1.9425,17.47,29.74,16.36,0,0,,,53,0,0,0,1,0,1,1,0,0,0,1,927,944,1,0,1,48,3217.66,121.38,0,0.0,5202.14,0,0.0,1236.24,13,2,2995.92,389.51,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,1.29,15.1,65.39,3.88,15.63,5,75.39
39,1,16,1495,C-9,15,US,426,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,63,70,11740,105,66.04,79,3.24,15,US,16,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,31.78,4.92,33.47,7.46,5.65,2.49,22.94,16.01,76,79,api_test_workflow_v8_remaining_location_deduped_10pct_2026-05-22,34.2138458,-118.60122414,"21621 W ARMINTA ST, 91304",90.0,34.2138458041_-118.601224144_90.jpg,1.0,0.9477,tent,1.9425,17.47,29.74,16.36,0,0,,,53,0,0,0,1,0,1,1,0,0,0,1,927,944,1,0,1,48,3217.66,121.38,0,0.0,5202.14,0,0.0,1236.24,13,2,2995.92,389.51,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,1.29,15.1,65.39,3.88,15.63,5,75.39
40,1,17,699,D-9,16,US,427,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,56,63,11410,112,54.7,90,2.48,16,US,17,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,19.91,3.19,31.2,5.64,6.85,2.27,21.98,12.17,89,91,api_test_workflow_v2_remaining_model6_2026-05-08,34.22467699,-118.59085828,"21001 W CHASE ST, 91304",180.0,34.2246769916_-118.590858275_180.jpg,1.0,0.8087,tent,1.9425,17.47,29.74,16.36,0,0,,,36,0,0,0,0,1,0,0,0,0,0,0,657,657,0,0,3,38,2527.59,83.79,0,0.0,5220.48,10,1804.18,160.67,7,0,0.0,1471.39,0.87,1,0.87,1,0.0,0,100.0,1,0.0,0,3.29,17.92,60.92,4.05,17.11,5,71.66
41,1,18,784,E-9,17,US,428,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,72,53,8237,186,49.41,102,3.45,17,US,18,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,23.77,7.54,43.73,8.17,6.12,3.26,17.95,24.87,101,105,api_test_workflow_v2_30pct_model6_2026-05-08,34.22484961,-118.57240511,"8500 N COMANCHE AVE, 91306",270.0,34.2248496105_-118.572405114_270.jpg,1.0,0.8512,tent,1.9425,17.47,29.74,16.36,0,0,,,36,0,1,0,0,1,1,1,0,0,0,3,653,684,0,0,2,25,2120.27,164.46,0,0.0,5089.76,0,0.0,1157.27,3,0,0.0,2952.37,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.75,23.45,51.3,3.88,21.37,5,64.48
42,0,19,-1,F-9,18,US,429,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,94,119,5703,98,51.24,132,4.52,18,US,19,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,28.64,2.41,28.26,5.61,2.22,2.94,19.88,10.74,105,108,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,24,0,0,0,1,0,1,0,0,0,0,2,618,626,0,0,0,45,2663.32,543.23,0,0.0,5165.08,0,0.0,893.49,8,0,0.0,4011.12,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.88,20.65,58.24,3.93,17.18,5,69.6
43,0,20,-1,G-9,19,US,430,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,76,89,5452,129,55.76,117,1.63,19,US,20,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,26.05,3.89,27.35,5.52,3.76,2.89,19.35,8.32,102,104,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,24,0,0,0,0,4,0,0,0,0,0,3,485,501,0,0,10,26,1903.87,207.33,0,0.0,5013.59,1,1554.52,60.74,3,0,0.0,5014.64,3.07,1,2.08,1,3.06,1,100.0,1,0.0,0,4.28,24.19,46.64,6.71,22.45,5,61.36
44,1,21,529,H-9,20,US,431,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,102,111,7248,152,58.17,91,2.07,20,US,21,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,19.97,3.78,41.94,8.22,8.25,2.21,17.27,20.58,86,89,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.22765498,-118.53300999,"18342 W EDDY ST, 91325",180.0,34.2276549847_-118.533009993_180.jpg,1.0,0.8319,tent,1.9425,17.47,29.74,16.36,0,0,,,59,1,1,0,0,1,0,0,0,0,0,5,1120,1115,0,0,6,37,2947.49,439.54,0,0.0,5326.42,0,0.0,1234.35,31,0,0.0,5346.72,0.11,1,0.0,0,0.11,1,100.0,1,0.0,0,2.08,17.52,63.5,3.64,15.33,5,73.83
45,1,21,1314,H-9,20,US,431,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,102,111,7248,152,58.17,91,2.07,20,US,21,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,19.97,3.78,41.94,8.22,8.25,2.21,17.27,20.58,86,89,api_test_workflow_v2_remaining_model6_2026-05-08,34.2284872,-118.5332624,"18400 W PARTHENIA ST, 91325",90.0,34.2284871955_-118.533262397_90.jpg,1.0,0.6245,tent,1.9425,17.47,29.74,16.36,0,0,,,59,1,1,0,0,1,0,0,0,0,0,5,1120,1115,0,0,6,37,2947.49,439.54,0,0.0,5326.42,0,0.0,1234.35,31,0,0.0,5346.72,0.11,1,0.0,0,0.11,1,100.0,1,0.0,0,2.08,17.52,63.5,3.64,15.33,5,73.83
46,0,22,-1,I-9,21,US,432,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,76,59,6825,79,52.88,119,4.59,21,US,22,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.84,4.47,33.59,3.91,4.06,5.02,21.83,7.31,122,126,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,41,0,0,0,0,2,2,0,0,0,0,0,518,502,0,0,4,27,2437.96,128.22,0,0.0,4019.94,14,1544.34,125.64,6,0,0.0,4043.33,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.4,24.64,49.28,4.92,21.17,5,63.18
47,0,23,-1,J-9,22,US,433,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,75,94,5392,121,45.4,102,2.16,22,US,23,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,26.08,3.94,39.33,2.6,3.67,3.09,22.15,16.46,97,103,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,36,0,0,0,0,0,0,0,0,0,0,1,445,467,0,0,2,30,2737.43,48.31,0,0.0,2745.06,6,2111.83,301.76,8,0,0.0,2753.32,1.21,1,1.16,1,1.21,1,100.0,1,0.0,0,4.0,20.11,58.38,3.94,17.58,5,69.67
48,0,24,-1,K-9,23,US,434,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,124,159,422,110,49.53,149,4.77,23,US,24,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,40.0,6.45,25.0,3.0,2.45,3.74,18.94,3.64,123,124,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,43,0,2,0,0,0,0,0,0,0,0,0,270,286,0,0,1,36,3196.59,279.83,0,0.0,1434.76,1,4.56,853.26,5,0,0.0,1449.93,1.11,1,0.01,1,1.12,1,100.0,1,0.0,0,1.39,13.12,64.39,1.91,20.58,5,74.66
49,1,25,451,L-9,24,US,435,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,78,94,10024,162,71.52,72,1.21,24,US,25,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.62,5.61,35.49,3.48,9.0,0.93,24.72,28.36,77,78,api_test_workflow_v2_20pct_model6_2026-05-07,34.22829885,-118.47315884,"PARTHENIA ST AT SAN DIEGO FRWY, 91343",270.0,34.2282988507_-118.473158838_270.jpg,1.0,0.6628,tent,1.9425,17.47,29.74,16.36,0,0,,,30,0,0,0,0,1,1,0,0,0,0,1,644,634,0,0,1,77,9831.56,160.91,42,7314.52,160.91,5,278.44,460.59,10,2,2996.06,159.93,1.18,1,0.0,0,0.0,0,100.0,1,0.0,0,1.88,18.82,61.88,4.06,15.24,5,72.75
50,1,25,1059,L-9,24,US,435,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,78,94,10024,162,71.52,72,1.21,24,US,25,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.62,5.61,35.49,3.48,9.0,0.93,24.72,28.36,77,78,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.22820081,-118.47287122,"15636 W PARTHENIA ST, 91343",270.0,34.2282008088_-118.472871221_270.jpg,1.0,0.7718,tent,1.9425,17.47,29.74,16.36,0,0,,,30,0,0,0,0,1,1,0,0,0,0,1,644,634,0,0,1,77,9831.56,160.91,42,7314.52,160.91,5,278.44,460.59,10,2,2996.06,159.93,1.18,1,0.0,0,0.0,0,100.0,1,0.0,0,1.88,18.82,61.88,4.06,15.24,5,72.75
51,1,25,1466,L-9,24,US,435,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,78,94,10024,162,71.52,72,1.21,24,US,25,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.62,5.61,35.49,3.48,9.0,0.93,24.72,28.36,77,78,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.2283805,-118.47095617,"15549 W PARTHENIA ST, 91343",270.0,34.2283805045_-118.470956172_270.jpg,1.0,0.6531,tent,1.9425,17.47,29.74,16.36,0,0,,,30,0,0,0,0,1,1,0,0,0,0,1,644,634,0,0,1,77,9831.56,160.91,42,7314.52,160.91,5,278.44,460.59,10,2,2996.06,159.93,1.18,1,0.0,0,0.0,0,100.0,1,0.0,0,1.88,18.82,61.88,4.06,15.24,5,72.75
52,1,25,1848,L-9,24,US,435,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,78,94,10024,162,71.52,72,1.21,24,US,25,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.62,5.61,35.49,3.48,9.0,0.93,24.72,28.36,77,78,api_test_workflow_v8_remaining_location_deduped_final_after10_30_2026-05-23,34.22127765,-118.47370352,"15660 W ROSCOE BLVD, 91406",270.0,34.221277648_-118.473703516_270.jpg,1.0,0.8348,tent,1.9425,17.47,29.74,16.36,0,0,,,30,0,0,0,0,1,1,0,0,0,0,1,644,634,0,0,1,77,9831.56,160.91,42,7314.52,160.91,5,278.44,460.59,10,2,2996.06,159.93,1.18,1,0.0,0,0.0,0,100.0,1,0.0,0,1.88,18.82,61.88,4.06,15.24,5,72.75
53,0,26,-1,M-9,25,US,436,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,77,85,13494,243,76.74,64,1.04,25,US,26,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.23,5.97,32.99,7.51,9.86,0.84,23.36,22.92,70,73,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,36,1,0,0,0,4,0,1,1,0,0,0,1239,1210,0,0,9,50,3469.97,294.15,0,0.0,1108.39,11,1895.69,160.65,16,0,0.0,1122.1,1.76,1,0.0,0,0.0,0,100.0,1,0.0,0,2.2,14.99,65.74,3.94,15.34,5,75.36
54,1,27,48,N-9,26,US,437,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,77,74,15981,174,74.3,65,1.06,26,US,27,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.52,4.76,41.86,7.86,6.67,1.19,28.81,20.44,61,63,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.22625855,-118.45048652,"8555 N VESPER AVE, 91402",90.0,34.226258549_-118.450486519_90.jpg,1.0,0.6465,tent,1.9425,17.47,29.74,16.36,0,0,,,135,0,0,1,3,1,0,1,0,0,0,2,1580,1588,0,0,3,51,4033.82,184.63,0,0.0,2409.33,0,0.0,1091.01,17,0,0.0,2412.03,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.53,15.6,67.39,2.71,14.3,5,76.41
55,1,27,96,N-9,26,US,437,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,77,74,15981,174,74.3,65,1.06,26,US,27,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.52,4.76,41.86,7.86,6.67,1.19,28.81,20.44,61,63,api_test_workflow_v2_20pct_model6_2026-05-07,34.22346863,-118.45181669,"8413 N TOBIAS AVE, 91402",0.0,34.2234686295_-118.451816693_0.jpg,1.0,0.8285,tent,1.9425,17.47,29.74,16.36,0,0,,,135,0,0,1,3,1,0,1,0,0,0,2,1580,1588,0,0,3,51,4033.82,184.63,0,0.0,2409.33,0,0.0,1091.01,17,0,0.0,2412.03,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.53,15.6,67.39,2.71,14.3,5,76.41
56,1,27,97,N-9,26,US,437,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,77,74,15981,174,74.3,65,1.06,26,US,27,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.52,4.76,41.86,7.86,6.67,1.19,28.81,20.44,61,63,api_test_workflow_v2_20pct_model6_2026-05-07,34.22346863,-118.45181669,"8413 N TOBIAS AVE, 91402",270.0,34.2234686295_-118.451816693_270.jpg,1.0,0.8834,tent,1.9425,17.47,29.74,16.36,0,0,,,135,0,0,1,3,1,0,1,0,0,0,2,1580,1588,0,0,3,51,4033.82,184.63,0,0.0,2409.33,0,0.0,1091.01,17,0,0.0,2412.03,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.53,15.6,67.39,2.71,14.3,5,76.41
57,1,27,289,N-9,26,US,437,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,77,74,15981,174,74.3,65,1.06,26,US,27,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.52,4.76,41.86,7.86,6.67,1.19,28.81,20.44,61,63,api_test_workflow_v2_30pct_model6_2026-05-08,34.22316901,-118.45181608,"8401 N TOBIAS AVE, 91402",0.0,34.2231690131_-118.451816083_0.jpg,1.0,0.851,tent,1.9425,17.47,29.74,16.36,0,0,,,135,0,0,1,3,1,0,1,0,0,0,2,1580,1588,0,0,3,51,4033.82,184.63,0,0.0,2409.33,0,0.0,1091.01,17,0,0.0,2412.03,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.53,15.6,67.39,2.71,14.3,5,76.41
58,1,27,582,N-9,26,US,437,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,77,74,15981,174,74.3,65,1.06,26,US,27,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.52,4.76,41.86,7.86,6.67,1.19,28.81,20.44,61,63,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.22344086,-118.45180679,"8421 N TOBIAS AVE, 91402",0.0,34.2234408575_-118.451806795_0.jpg,1.0,0.8285,tent,1.9425,17.47,29.74,16.36,0,0,,,135,0,0,1,3,1,0,1,0,0,0,2,1580,1588,0,0,3,51,4033.82,184.63,0,0.0,2409.33,0,0.0,1091.01,17,0,0.0,2412.03,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.53,15.6,67.39,2.71,14.3,5,76.41
59,1,27,583,N-9,26,US,437,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,77,74,15981,174,74.3,65,1.06,26,US,27,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.52,4.76,41.86,7.86,6.67,1.19,28.81,20.44,61,63,api_test_workflow_v2_20pct_model6_2026-05-07_batch2,34.22344086,-118.45180679,"8421 N TOBIAS AVE, 91402",270.0,34.2234408575_-118.451806795_270.jpg,1.0,0.8834,tent,1.9425,17.47,29.74,16.36,0,0,,,135,0,0,1,3,1,0,1,0,0,0,2,1580,1588,0,0,3,51,4033.82,184.63,0,0.0,2409.33,0,0.0,1091.01,17,0,0.0,2412.03,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.53,15.6,67.39,2.71,14.3,5,76.41
60,1,27,663,N-9,26,US,437,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,77,74,15981,174,74.3,65,1.06,26,US,27,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.52,4.76,41.86,7.86,6.67,1.19,28.81,20.44,61,63,api_test_workflow_v2_remaining_model6_2026-05-08,34.22489737,-118.4479983,"14431 W CHASE ST, 91402",180.0,34.2248973742_-118.447998296_180.jpg,2.0,0.7562,tent,1.9425,17.47,29.74,16.36,0,0,,,135,0,0,1,3,1,0,1,0,0,0,2,1580,1588,0,0,3,51,4033.82,184.63,0,0.0,2409.33,0,0.0,1091.01,17,0,0.0,2412.03,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.53,15.6,67.39,2.71,14.3,5,76.41
